561570,B001M08XPG,A8LG4E1BQXER4,Erin Entropy,0,0,5,1346803200,Delicious and nutritious,Truly yummy applesauce in convenient cups to take to work/school.  I also frequently mix them with baby oatmeal for my 8 mo old daughter's breakfast. I buy these in bulk and have them shipped regularly using subscribe and save.  They are way cheaper than the next cheapest organic applesauce I found- at Trader Joe's.
561571,B001M08XPG,A29GQAGHNCC8P1,"Heather Eckels ""H. Eckels""",0,0,4,1335484800,Great Deal!!,It's hard to find an organic applesauce that doesn't include cinnamon! Kids love this stuff... and I can feel confident that I'm giving them something healthy! It's a great deal!! Can't beat it!
561572,B001M08XPG,A23A1FX2CXS4VS,K. Look,0,0,3,1334188800,Price increased and poorly packaged,"I have been purchasing earths best applesauce fom amazon for the past few years. On the recent shipment the price went up 30% and the packaging had changed, resulting in broken containers. With these changes, I will no longer purchase this through amazon as it is now the same prices as the grocery with no risk of mess."
561573,B001M08XPG,A2PNG5VJ3JEUFT,Jenna,0,0,1,1333670400,These are gross!,"My children love applesauce.  I run an in-home daycare and purchased a case of the cinnamon Earth's Best applesauce cups.  Not one of my kids ate them.  What a waste!  After they all left the cups barely touched, I tasted the applesauce myself and it tasted sour.  The cinnamon was very faint and while every other brand of applesauce I have ever personally tried that is naturally sweetened, this brand did not have a bit of sweetness to it.  (We're talking ripe, tasty apples not High Fructose Corn Syrup sweet here).  I'll keep buying the packs at Trader Joe's - my kids love those and the price isn't that different.  Save your money, go with a different brand...."
561574,B001M08XPG,A1VCB72BLOPOOJ,Alice Z,0,0,5,1332288000,"Tart, Crisp and Delicious","This apple sauce is really tasty, slightly tart and not too sweet.  Its' texture is smoother than most apple sauce.  We have it regularly delivered through the Subscribe & Save program."
561575,B001M08XPG,A1MB9FLL1XZ02A,Xu Fenf,0,0,1,1330473600,"The cup broke. And the ""best sell"" date is only in 2 months.","The cup broke. And the ""best sell"" date is only in 2 months.<br /><br />When I got the box, one cup broke and the apple sauce is everywhere in the big box. More than that, the ""best sell before"" date is in May this year, only 2 months later. And I bought 72 cups for my daughter.<br /><br />The worst thing is, when I clicked ""Return"", it says this item can NOT be returned.<br /><br />Amazon, let me know what you want to do!!!"
561576,B001M08XPG,A605TSKBSASY1,"Withers Hewitt ""&#34;lifeisgood&#34;""",0,0,1,1328054400,Both times I orderd containers were smashed and broken open!,"The first time I ordered this product, I just let it go and decided it was a fluke when my containers arrived smashed and broken open.  Now it has happened again!!!  On my first shipment, I also had containers that looked ok, but were obviously open/spoiled after tasting (argh!)"
561577,B001M08XPG,AAPW5YIE2JSYE,Sarah B.,0,0,5,1320451200,Yummy!,"We use these applesauce cups instead of syrup for our girls' pancakes, and they girls LOVE them! This price is by far much better than I can find in our local stores. Thanks EB & Amazon!"
561578,B001M08XPG,A6KL17KKN0A5L,K. Harper,0,0,5,1311984000,Rare organic apple sauce in cups!,"It's hard to find organic apple sauce in our small town but so glad to find these on Amazon. Being individual cup makes it easy serving! The price of this product is not bad if you use subscription. Taste great, my kids love it!"
561579,B001M08XPG,A2STPOZAT37RNE,Betty Baker,0,0,5,1300320000,"Great, lots of cinnamon flavor without the extra syrup!","My children love cinnamon applesauce, but since the only kind that is already flavored that way (in our grocery stores) is loaded with high fructose corn syrup, I usually buy the natural (no added sugar) & sprinkle on the cinnamon myself.  With this product I don't have that extra step, plus it is organic.  Great lunch box item.  Also, it is much less expensive through Amazon, thanks!!"
561580,B001M08XPG,A2BVH4MIJQP1LA,Jane A Valery,0,0,1,1284249600,Earth's Best Kidz  organic applesauce not that good,The taste of apples and cinnamon was missing - I was very disappointed in this product and was not sure what I was eating.  I would not recommend this applesauce for child or grownup.
561581,B001M08XPG,A2O1BLQHK0MZ8H,twan103,0,0,5,1280534400,Organic Yumminess!,"Our son LOVES this applesauce. We try to feed him all organic foods and this was the only applesauce we could find in individual cups that was organic. He loves it and so do we. I even use it instead of oil when I bake muffins! Yum! It's great for on-the-go, and isn't too sweet. My son has been eating this since he was about 6 months and is still enjoying it at 2 years!"
561582,B001M08XPG,A3ROH2Q6CEMEUU,C. Scott,0,0,5,1269475200,Yummy,"My kids really liked these.  Good flavor and good value.  We have them on subscription.  They could be packed a little better.  One of the cups had the foil lid break on the last shipment.  No big deal, just wiped them off."
561583,B001M08XPG,A2QKO2WK2WZF4Y,M. Martin,0,0,5,1262995200,Yummy and great price w/Subscrbe & Save,"Great for kid & adult snack & baking - love flexibility in delivery schedule w/subscribe & save for an organic version of this ""staple"" in our home."
561584,B001M08XPG,A1JI3IIZO6PLEE,"MSB ""Mom of 4""",0,0,5,1249516800,Yum!!!,I love this as an option for a healthy side or snack. My husband and I as well as our kids eat this.
561585,B001M08XPG,A1UAZ6MNSZKB7G,Once in a while,0,0,5,1248480000,Excellent applesauce!,"What's not to love? It's organic, no sugar added, and it's in convenient 4-ounce serving cups. You just chill in the fridge, peel off the foil lid and enjoy!"
